ID	Sentence	Label
1234	ë°°ì_ _¦¬ê³ ½ì_ __ _³´´ì_ ê¸°ë_ __	0
1235	ì²__ __ ¤ë_ê°¤ì_	1
1236	_¦¬ê° __´ì_ ì¢____	1
1237	ì¢____ __´êµ¬ ¥ì_ ì¢____~	1
1238	´ëê° ¸í_ ê± ê°__ __ êµ¬ë§¤__ __ê± ê°____.	1
1239	__ê»__ _²­ ì¢____ ë§__¬ë_ ë§_¡±©ë_. ì¢__!	1
1240	ê°±ë_ _ __´ì_. ¤ì___ êµ¬ë§¤ __ê° __	1
1241	"_£¨ë§__ _²­ ë¹¨ë¦¬ ë³´ë_ì£¼ì_¤ì_. ê°__©ë_~^^,"	1
1242	©ë_¼ë_ _²­ ´í_ê² ´ì_. __ê°_³¼ __ __´ì_	1
1243	ë§__ _¬´ __´ê_ ëª¨ì_ë¦¬ë_  ê¹__ê³ ë³____...	0
1244	½í_ ë¨¸ë¦¬__ ë³__¤ì_	0
1245	_£¼ ì¢__ _µ¬ë§¤í___	1
1246	 °ê_ __ ì° ¸ë¦¬©ë_	1
1247	ë°°ì_ ìµ__ ì¤__ ____	0
1248	ì´____ __ê° ì¢__	1
1249	¥ì_ ____.	0
1250	ë£¨ì___ ´ë_	1
1251	ëª ë²__ê³ ¸í_ __ ë³´í ë§__ _¸°ê³ ë³____.	0
1252	ì¡°ì¹´ê° _£¼ ì¢__´ì_ ë²__ë²__ _¬´ ë§_¡±¤ë___	1
1253	êµ¿êµ¿ __ê° _¬´ ì¢__´ì_ ____!	1
1254	__ë³´ë_ __©ë_	0
1255	_°©__ë§__ _£¨  ê°__  ë´¤ë_. __ ¸ë_ _¬´ ì¢__ __.	1
1256	ê¸_°© ê¹¨ì_ë²__´ì_ 	0
1257	ë°°ì_ ´ì_ë³´ë_ _ë© ´ë_´ì_	0
1258	__ __ ____	1
1259	´ë_´ë_ ì§__ êµ³ì_ ¤ë_ê± ì²__ ë´__	0
1260	____ ì¢__~	1
1261	__ ë³__ __©ë_.	0
1262	ë°°ì_ _²­ ë¹_¥´ê³ __ê° ì²__ ____ ê°____ ¸í_	1
1263	_£¼ ê·¬ì_ __ê° _°©__!	1
1264	__´ê _¬´ ë¶__´ì_	0
1265	¨ê³¼ê° __ __	0
1266	ë°__ê¹_ ì¤__ _£¼ ë§_¡±©ë_.	1
1267	__ ´ì_ê² ì°__µë_.	1
1268	¤í_©í_ë¦½ì_ê¸ _¬¸¸ì ë·°ê __ ¤ë_´ì_..	0
1269	ê· ¤ë_ °ë_ ê² ê°__! ë°_¦¬ê¸°ë_  ë°____ ¬êµ¬ë§ ê°	1
1270	ë°°ì_ ë¹_¥´ê³ ê°±ë_ ìµ__¤ì_	1
1271	ì¶©ì_ ë¶__ __ __	0
1272	 ´ë_.	0
1273	ì¢__ ¬êµ¬ë§¤í___.	1
1274	____ ë°°ì___ __ ì¢____.	1
1275	ë°°ì_ ë¹_¥´ê³ __ ë§__  _.	1
1276	ë°°ì_ ë¹_¥´ê³ ´í_ê² ¤ì_ ì¶__´ì_	1
1277	¬ê¸° ¬ìë§__	0
1278	ê°±ë_ ì¢_ __´ì_ ì¶____	1
1279	ë¯¿ê_ °ë_ ¬ë¦¼!! ¬êµ¬ë§¤ì_____	1
1280	"ê°__, ì±__ ë³ __ì£¼ê¸° ____"	0
1281	´ì___ _µ­ ê¼ __ __¤ì_. ±ë_ ì¢__ ë°°ì_ ë¹_¥´¤ì_	1
1282	¨ê³¼ê° __ ____	0
1283	ê°__ ¬ì_¼ë_ ____ ¸ì_ ¸ë¦¬©ë_.	1
1284	ë°°ì_ _¦¬ê³ ê·¹ì_´ì __	0
1285	__ ë¶__ _¬´ ë§__ ¤í___ ë°__	0
1286	ì±__ ê¹__´ì ê± ê°__	1
1287	ë¶__ __ __. ¤ë¥¸°ì_ ¬ì_..	0
1288	ë­ ê¸°ë__ ´ê_ê² êµ¬ë§¤ë¥ __ê¹__? ë¶ë¶ __ë¥ __ ë§__´ì_..	0
1289	ê¸°ë_ ì¢__ __ê° _¬´ ì¢__´ì_	1
1290	ì¦_±° ¬í_  ê² ê°_ ì¢_ __´ë_!	1
1291	ì¢____  °ê_ __	1
1292	¨ê³¼ê° ë¹µì_´ë_...	0
1293	__ _¬¸ __¬ì_ ê³¤ë´ì_	0
1294	ë¬¼ë¹¼ê¸°ì_ ì¢__	1
1295	__ ë¹¨ë¦¬ ë¦½ë_.	0
1296	ë°°ì_ ë¹_¥´ê³ ë§¤ì_ë³´ë_ ´í_ ì° ì¢__	1
1297	__ë³´ë_ __ ë³____ __	0
1298	ê¸_°© ë°__´ì_. ë§__ __	1
1299	ì¢_ __ ê°__´ì_ ¬ë_ëª¨ë_ ê°±ë_ ±ë_ __´ì_	1
1300	ëª__ __ ë½ê°__ ë²__´ì_	0
1301	¸ì_ __ _¤ì_ ê´__ __ ¤ì_ 	0
1302	ì¢__ ë§__ ¤ì_	1
1303	ë³__´ì_	0
1304	__ __¼ì_ ë³__¤ì_	0
1305	 µë¬´_ __ µë_ ì¢_ ê°ê² ê°__´ì_^^	1
1306	__  ë§__ ¤ë¦¬ì½ ë§__  ì¢__	0
1307	ì¶__ ë¹_°©__	1
1308	¥ì_ ë³_£¨	0
1309	¬ì_ê³ ê°__ê³ __ ì¢__´ì_	1
1310	 ê°ê²©ì_  êµ¬ë§¤__	1
1311	ë³__ ì¢_ì§ ëª¨ë¥´ê²__ ½ê_ ê¹¨ì___.	0
1312	 °ë_ ____~ ì¢_ ê°ê²©ì_ _¤ì_	1
1313	¤ë¥¸ ëª¨ë_ __	0
1314	ë§__ ¤ê_ ¤í___ __ __ ìª¼ë¬¼±ê±°ë¦¬ê¸° ±ì_¤ì_	1
1315	ê·¸ë_ì§ ë³____	0
1316	__¤í_ 4ê°_ _¬´ ë¹____ 3ì²__ __ ë°_ì§  ê¸°ë_´ë_	0
1317	____ ¬ì_  ____.	0
1318	¬ê¸° _ __ ê±°ì_	0
1319	ë§_¡±¤ë_ê³ _£¼ ¬ì___ __´ì_	1
1320	__ ì¢_ê± ___©´ __ë¦	1
1321	_¬´ _ __	0
1322	_¬´ __ ì¶©ì_ _¹¨¼ì_	0
1323	ê°±ë_ ìµ__ ê°____ ë¶´ì_ ¬ì__¸° ì¢__!	1
1324	¤ë¥¸ __ê° ____.	0
1325	ë¬¼í__ __´ì_ ì¢__! _¸°__  _·¹ __  ¬ì___	1
1326	ì¢ ê°ë²¼ì_ ____	0
1327	_¬´ ½í_ê³ ì¡°ì_´ì_ ë§_ë© ë¶__	0
1328	_¬´ ì¢__ ¤ë_ ë¶____	1
1329	ì± __ ì¢__	1
1330	6ê°__ __ __  ¬ê_ __	1
1331	ë§_¡±´ì_	1
1332	__ _¸°ê° «ì_©ë_.	0
1333	ë¶__ê²  ë§__ ì¶__©ë_.	1
1334	ì± ì¢__ ì¶____	1
1335	__ ê¸¸ì_ _ ë§__ ¤ì_! ë¬´ì_ì¶©ì_ __	1
1336	¸ê_ ì¢__ ¬êµ¬ë§¤í_µë_ ê³__ ´ì___µë_	1
1337	¼ì_ê¸°ë_ ¸í_ê³ ë°°ì_ ë¹_¥´ê³ ì¢__	1
1338	ê¸°ëë³´ë_ ë³____.	0
1339	_°¨ê² êµ¬ë§¤´ì_ ì¢__~..^^	1
1340	ë°°ì_ ë§¤ì_ ë¹¨ë_ ë§_¡±´ì_	1
1341	__ ì¢__	1
1342	¬ë_ __ë¦¬ê_ _ ë§__ ¬ì_ì¦ _ë¡ ____	0
1343	ì°½ë¬¸__ _¾¸ ¨ì_ì§ê³ ì¡°ë¦½ __ê³ __ ë³____!!!	0
1344	¸ê ì¤__ ëª¨ì_____	0
1345	__ _¬´ ì¢__~	1
1346	ë°±í_ ____	0
1347	´ì_  ì£¼ë¬¸__	1
1348	ë°°ì_ ë¹_¥´ê³ __ ì¢__! ___©´  êµ¬ì___ ¶ì_	1
1349	ê¸°ë ë§__ __ ë³__¤ì_..	0
1350	__ê³__ ë¶__ __  ê°ì§ê³ __!	1
1351	__ __ ì¢__	1
1352	¤íì§ ì§__ __ ì¢__!	1
1353	´ê_ _¬¸¸ì ì¥_ __ì¡____ 	1
1354	 ì§_ê³  ¨ì_  _ __ __ ê² ê°__!	1
1355	_±´±ì_ _£¨ì¢__ ê±´ì¡°_ __´ì_	1
1356	__ ì§__ ê±´ì¡°´ìì§ __ ì¢__	1
1357	ê²¨ì_ __ë¡ _¬´ ì¢____~ ¬í_ ´ë¦°´ì_ _¬¼ë¡ __ êµ¬ë§¤__~~~	1
1358	ê´__ ´ì_ _¬´ _³´¬ì_ _³µì±__ ê·¸ì_ë³´ë_ __ _¬´ °í_!	0
1359	__ë¸_³´ê³ __ê° __ __ ¸ê_ _µë_ ê°__´ì_	1
1360	ì´1 __ ë§__ ì¢__©ë_	1
1361	ë°°ì_ __  ë¨¹ì_ ë¯¸ë¦¬ ¬êµ¬ë§¤í_µë_	1
1362	êµ³ì_ ¬ì_ ½ë_ ê²_ ë¹__©ë_.	0
1363	ë¬½ì_   ê·¸ë_ì§ê³ ì°_º¼ê¸°ë_ ë¬»ì__	0
1364	__ ì¢__	1
1365	¤ë¥¸ ë¹__ ¸ê_ ë°°ì_ ë¹¨ë_	1
1366	__ ì¢__. ë§__ __~	1
1367	___£¨__ ì§__ ì¢__	1
1368	 __¸ë_ __¸ê ë¬»ì_ _±°ê°_ê° ____!	0
1369	__ __!	1
1370	__ ë°___ __ ì°¨ë_ë¦ ëª¨ì_  ¸ê_ __©ë_.	0
1371	ë§_¡± ìµ____	1
1372	ì¤__¸ì_ _ __´ì_. ¬ì_ê¹____ ë°°ì_ë¹_¥´ê³ ´í___.	1
1373	__ ë³´ê©ì_ë¡ __ ì¢__	1
1374	ë¬¼ê±´ ë°°ì_ __ ê°ê² ëª¨ë_ ë§_¡±´ì_	1
1375	´ì_ ê°ê²©ì_ ë§__¤ê_ ¬ì_ ë§_¡±__ __¸ë_ __ì§ ____!	1
1376	ëª____ __ê³__ ____	1
1377	__ ê³__¤ë_ê³ ì°©ì_ê°__ _¬´ ì¢__	1
1378	ê±´ê___  __	1
1379	_¨¸ë¦ _¬¸ ´ì_. ¬ë_ê° ¤ì___  __	1
1380	ë¬´ê±°__. ê°ë³__ê³ ê´____ë§__ ____.	0
1381	ê°ê²©ì_ ì¢ ë¹__¤ì_	0
1382	ë°°ì_ ë¬¸ì_ê° ì¢ __µë_	0
1383	__ ¬ì_ ê²_³´ ëª»í_ ê± ê°____ ì§__ __ 	0
1384	 ¬ì___ __~ __ °ë_ê±°ë_  êµ¬ì___	1
1385	__ë³´ë_ _¬´ ë§__ ë¬»ì___	0
1386	¤ë¥¸ê³³ë³´ ´í_ ê°ê²©ì_ êµ¬ë§¤´ì_ ì¢____^^	1
1387	ê±´ê_´ì __~	1
1388	"ë°°ì_ ë¹¨ë_~ ë°__ì§__  ____ __ê° ì¢__´ì_^^,"	1
1389	ë¹¨ë ¬ì_©í_¤ê_ êµ¬ë§¤__ ê¹¨ë___ _ê³ ì¢__	1
1390	ë°__ __ ë³´ë__±´ê°? _¬´____. ¹ì_ ë°____	0
1391	__ë³´ë_ ¬ì_ì¦_ ¬ê_ ì¤__  __ ¤ë_	0
1392	 ì£¼ê_ °ë_ê¸°ë  __´ë_...	0
1393	ì¡°ë¦½_¸° ½ê_ __ê° ¬ë__  __.	1
1394	_¦¬°ê __ _ ê² ê°__!	0
1395	__ __ê² __ ë¹__	0
1396	___³¼ ¤ì_ _¸°_µ¬ êµ¬ë§¤____ ¬ì___ __ ë§__ ì¢____	1
1397	__ _ª»__	0
1398	_¬´ ë§¤í___ ì´__¨ì_ _ __	0
1399	¬ì__ __ ì¢__!	1
1400	 ë§__¤ì_~!	1
1401	__ë³´ë_  ë³__	0
1402	__ë³´ë_  _ ____.	0
1403	ì¢_ __ __ ê°ê²©ì_  êµ¬ë§¤ ê² ê°__	1
1404	ë°_¦¼ __¤ì_	0
1405	"____ ¤ë°°, ê³__¼í_ °ë_____."	0
1406	ë°°ì_ ê²___¦¼!!	0
1407	ë¹__ ê² ê°____.	0
1408	´ì_ê²  ¬ì___^^	1
1409	ê°ë³__ ì¢____ ì¢_ __ ë§__ _§¤__	1
1410	¼í___ ë©____	1
1411	¬ì_´ë³´ ì¢__!	1
1412	ë§¤ë_ êµ¬ì___ ____ ê°ê²©ëë¹ ë§¤ì_ _´ì_	1
1413	ì± _ê° __ê³ ì§_ì§ __ __ __ ì¤__ì±__ ì¤ __´ì_...	0
1414	_¬¼ë¡ ë³´ë_ì£¼ì_ ê²__ ´ë_	1
1415	ë°ì°©ì_ __ __!!	1
1416	ë°°ì_ ìµ__´ë_!	0
1417	ë¬¼í_ ê°  ì¢ ë¶__´ì_	0
1418	¬ì_ì¹_µ¬ê° _¬´ ë§_¡±©ë_	1
1419	ëª êµ°ë_ __ ì¢ __!	0
1420	__ __©í_ê³ ____	1
1421	_¬¼ë¡ __ ì¢____.	1
1422	´ì_ë°°ì_´ë_ ë°°ì_ __´ì_	0
1423	_©´ _¾¸ ¤ë_	0
1424	¸ì_  ©ë_	1
1425	__ë³´ë_ __  _ì§	0
1426	 ë­__ì§ê³ __ __~	1
1427	¸í_ê³ ë§__ __ê³ ì¢__ ©ë_.	1
1428	ê°ê²©ëë¹ ì¢_ ¥ë_ê°____~ ¤í_ì»¤ê ë§__~~	1
1429	__ ì¢__ ì¢__	1
1430	_¬´ ____ì§ ì°¨ì_©ë_	0
1431	ë°°ì_ ê·¸ë_ê³ __ ¬ì_ì¦__ __ë§__ _¬´ ì°¨ì_ê° ½ë_	0
1432	_¨¸__ ±ì_ _µ­__ê³ __¤ì_!	1
1433	ë½__´ë_  ê°__ ____~~	1
1434	ì¢__ê° ¤ì_´ì_  ê°__ ¸ë_	1
1435	__´ì_ __ ¬ì___ê³ ¸êµ¬ __ ¬ì___.	0
1436	ì§ë¬ _µ­ _¬´ ë§__ ¨ì___	0
1437	ê°ê²©ë_ ë¹__ ë°__¬ì_ê¹_ ë¨¹ë_	0
1438	_¬¼ ¬ê_ __ __ë¥ ë³´ë_ì£¼ì_µë_	1
1439	¬ë³¸ __ê° ____!!	0
1440	__ê¸°ê_ _¬´ ì§§ìê± ì£¼ì_ ê² ê°__!	0
1441	__ ¬ë_ ë²_¦½__	0
1442	ê³_¬´ì¤__ ë¬´ì_ ë¹¨ë_ë¥ __ê³.. ____ ____	0
1443	ë¹__ê² °ê±° ê°__ ¬í_	0
1444	__ __ë¬´ë¦¬ê° ì¢ __´ì_	0
1445	"ë¬´ì_ê° ´ì_´ì_ ë³´ë_ ì§_£¼¥ì_ __ __µë_,"	0
1446	__  __ ë§_¡±¤ë___	1
1447	_ ë¶ë¶__ __µë_.	0
1448	ë°_ ¤ë¦¬µì_ ì¢__ ë¹_ì¹_ ë§_ __	0
1449	_³¡ _²­ __	0
1450	 ë³´í___ì§ _¬¸¤ë_¤ì_	0
1451	ë°°ì_ ë¹_¥´ê³ ì¢__´ì_ _£¼ ë§_¡±©ë_ __	1
1452	ë¶__ê³ ¤ë_ ____  ë¶__ __.  __ê³ ì¢__.	1
1453	ê°_ ë§__ê±´ì __¤ë___ __ __´ì_ 5ì²__ __µë_	0
1454	ë°_¦¼ ¼ë£©_£©__ ê³¨ê_ë£ ê³±ê_ __¤ì_	0
1455	¨ë_ __ê° _¦¬ê° _¬´ ì»¤ì_	0
1456	¬ì__¸° __ ¸í_	1
1457	¬ë__ ê³µì___ ê°ì§ê³ ¸ë_ ì¢__!	1
1458	__ __¤ì_	0
1459	ë©°ì_ _ ____ ë²__  ë¶¬ì_µë_.__	0
1460	¬ì_ _ª» __ êº¾ì´ì_!!	0
1461	__ ê±´ì¡°__ ë°_¥´ë© __ ¨ê³¼ ë³´ì___	1
1462	ê¸_°© ë§_¥´__ ¤ì_´ë_ê¸°ì_ ì¢ ¤ë_´ì_	0
1463	ë¶ì°©ì_ __ì§ __	0
1464	__ ë¶__ __µë_	1
1465	ëª ë² ë¿____ ë²__ê° ¬ë_ì§ ê² ê°__!	1
1466	__ê° ë¹__ì±__ __	0
1467	__ì¢__ ë­_¹¨__ ê°ë£¨ë_ë¦ ___ _£¼ ì¢__	1
1468	´ê±° °ë_ê° ±ê²© ë²_¦´ ê² ê°__	0
1469	_ ë¹__ _£¼ ê°ê´´ì_´ì_.	0
1470	ë²½ê±¸ ê¸°ë_ __ ë°°ì_ __	0
1471	¬êµ¬ë§ __ __	0
1472	ë°°ì_ ìµ__ ì¤____ ìµ__´ë_	0
1473	ì¡°ì___ ì¢__	1
1474	¸í_ê³ ì¢__ °ë_´ì_~~	1
1475	ê°±ë_ ê´_°®µë_.	1
1476	ëª__ £ì_ ë¹__ ì°_¸ì_. _¬´ ½í_.	0
1477	¬ì_ ê·½ê_ ´ë_!	1
1478	ì¤_¸°ê° __ ê²__ ____. ¬ì_ _²½ °ì_ ì¢__¤ì_	0
1479	¤ë___ __ __ ____.	0
1480	ë³____ ë¹__ __!	0
1481	ë°°ì_ ë¹¨ë_	1
1482	  __ë§ °ë_ ì° ì¢__	1
1483	ë°°ì_ ë¹_¥¸°ë_ê° ê°ê²©ë_ ¸ê_ êµ¬ë§¤ __	1
1484	__ ¸í_ê² __ê³ __	1
1485	ì¢ ë¬´ê±°__	0
1486	ê²___©´ __¤ë_ê² __´ë µí_  __ ì¢__!	1
1487	__ __¤ë_ __ ¤ì_	0
1488	_¦¬ê° __µë_	0
1489	°ë__ _¬´  ì§____.	0
1490	ì¢__ ì§ë¶__ __¤ì_ _¦¬ê° __ê² ê°__	1
1491	¤ì_ ë°©ë_ __. ìµ__ ¤ë_ ë¶¤í_	0
1492	ê°ê²©ëë¹ ©ë_ _£¼ ì¢____	1
1493	´í_  êµ¬ë§¤  ¶ì_	1
1494	µì_ ë³´ê  __ ê³µê_ ë§__¸ì_ ì¢__!	1
1495	__ë³´ë_ _¸°ê° ½ì __	0
1496	__ __~	1
1497	ë°°ì_ _¬´ _ ë§__ê¸°ë_¸ì___	0
1498	_²­ ½í___!!!	0
1499	ê°ë£¨ê _¬´ ë§__ ¨ì_¸ì_	0
1500	ì»¬ë_ê° ì¢__ ì¤__ ¤ì___ê³ ____.	1
1501	ì§__ ê¸__	0
1502	ê°ê²©ì_ ë¹__ ê² ê°____.	0
1503	ë°__ë°__©ë_ __ê° ë°__ë³´ê³¤ _¬´ ì¢__©ë_	1
1504	_¸°ê° ê°__ ê±´ë_ __ê°  ¬í_	0
1505	__¤ì_	0
1506	ì°__´ê ¨ì_¸ì_ ¤ë_ ëª»ì_	0
1507	 __¤ì_ ê¹__´ë_  ¼ì_ ê² ê°____	0
1508	__ __ë¶ë¶__ ê¹¨ì_ __	0
1509	¤ë¥¸ ¥ë_ê°__ê³ ë¹____ë© __©ë_.	0
1510	¨ê³¼ê° ì¢_ì§  ëª¨ë¥´ê²__	0
1511	ê°ê² ë¹ __ ë§_¡±©ë_	1
1512	"ìº__ EOS M 50 ___¸°__ ì¢ __, ì¶©ê²© ì¢ ½í_ ë³´ì_"	0
1513	_ ë¯¿ê_ ½ë_	1
1514	·ì_ __ê° ¬í_ê² ¬ì___.	0
1515	ë¶____ ë³´ë_ ì£¼ì_¤ì_	0
1516	¤ë¦¬ì½ ë§__ ì²_¦¬ê° ë¶¤í___	0
1517	¤ë¥¸ ë¹__  ¼ê±° ê°__	0
1518	__ ì¢__ ¼ë³¸ ¬í_ ê° _¸´__  ê² ê°__	1
1519	¬ê¸° _¸°´ì___¼ë_ ____ ì½____ ¬ì__¸° ¸ë¦¬´ì_	1
1520	"ì²__ ì¢__ __¸ë_ êµ¿ì___,"	1
1521	__ ì¢ ____ ê³__ê¹_ ¬ë_	0
1522	ë³¼ë¥¨ __ë³´ë_ ë§__ ´ì __¼êµ¬..	0
1523	"ê°___ __´ì_ êµ¬ì___. ´í_ê³ ë°°ì_ ë¹_¥´¤ì_!,"	1
1524	___±°¤ì_ ì¢__	1
1525	ë°°ì_ __ë³´ë_ ë¹¨ë¦¬ ____	1
1526	¬ì__¸° ë¶__´ì_	0
1527	¨ì___¼ë©´ ì¢__´ì_	1
1528	____ë¡ ë§__ ¤ì_	1
1529	ê°´ë_ ë¶ë¶__ ë²__ ë¶_¦¬__´ì_ . _¬´ __´ì_	0
1530	ê· __ ë³  __ _¸°¨ì_ __ ì° ì¢__!	1
1531	__  __ ê² ê°__!	1
1532	_¬´ ¬ë___ ì¦__ê² ¸ë_	1
1533	_²­ ¬ê_ ê´_°®µë_!	1
1534	ê°ê²©ë_ ì¢_ì¤_ ëª¨ë¥´ê²__	0
1535	¬ì_ __ ë³´ë_ì£¼ì_´ì_!	1
1536	" ë²__, µí_ __ê¸ ë¶__ ë¨¼ì ¤ì_ê°__."	0
1537	"¤í, ì±_µ¬ ë³__¤ì_"	0
1538	´í_ __ì²__ ë³´ì_	0
1539	"____, ê°__©ë_"	1
1540	ê°ê²©ë_ ë§_¡± __ ì¢__ ë³´ì_±ë_ êµ¿ì___.	1
1541	_ ¬ìë§__	0
1542	ë°_¦¼±ì_ ë¶__ì§ __ ë³__	0
1543	ì°©ì_ê° ë¶__ê³ ¸í_ ì¢__  __ê²__~	1
1544	¼êµ´ ë¿____ ê·¸ëë¡ ì§__ë²_¦¬¤ì_	0
1545	ì°¾ë_ ì·¨í_ __ 	0
1546	__ ____.	1
1547	¬ì_ ____ ë°°ì_ ë¹_¥´ê³ __ _¬´ ì¢__! 	1
1548	ê°ê²©ì_ _¬´ ë¹__  ©ë_	0
1549	__±ì_ __ ê± ë³´ë_µë_.	0
1550	¼í_©ì_ê°.. __ ë³____	0
1551	__ __ê³ ë°°ì_ ë¹_¥´ê³ ë§_¡±´ì_	1
1552	ê°±ë_ __ ì§±ì___!	1
1553	´í_ê²  ´ì_	1
1554	_¦¬ ì¢__ _¬´ ë§__ __. ¸ì_¤ë³´ ì°¾ì __´ì_	1
1555	¬ì ë§____.. __ìª __ ¤ìê² __	0
1556	´êµ¬±ì ì¢ ½í_ë³´ì_..ëª    __ì§ ëª¨ë¥´ê²__	0
1557	ì§ ¬ë_ __ ê³__ ¬ì___	0
1558	__ êµ¬í_ ë³´ë_¨ë_ ê°__´ì_ êµ¿ì___ __´ì ê°__´ì_	1
1559	ë³__ °ë__ __  _ ëª»í_¤ì_	0
1560	ìµ____.	0
1561	¬ì_ê³ ê°_ __ ¤ë___	0
1562	´í_ê² êµ¬ë§¤´ì_ _³µ__	1
1563	__ __ ____ _¬¼ ¨ì_ ´ë_ ë³´ì___	1
1564	__ ì¢__©ë_~~~~	1
1565	ëª¨ì_ __ê³  __ê³ ¬ì_ ê´_°®__!	1
1566	__ê° _¬´ ì¢____. ë¶__ _ _¬´ _¸°__	1
1567	__ _²­ ê±¸ë¦¬¤ì_	0
1568	__´ì_ ë§__ê± __ ë°°ì_ ë¹¨ë¦¬  ì¢__´ì_~^^	1
1569	ê°±ë_ ì¢_ __!! 	1
1570	__ __ __..	0
1571	ì§__ ´ê±¸ê·¸ë___! °ì_  ¸í___	1
1572	¬ì_ì¦__  ì¢____.	1
1573	__ _¬´ ¼í__ __	0
1574	__ê° _¬´ ì¢____ ë¹_¥¸ë°°ì_ ê°__´ì_	1
1575	ê¸¸ì_ê° ê¸¸ì_ ì¡°ì_ ___ _²­ __	1
1576	ê¸¸ì_ê° _¬´ ì§§ì___ __	0
1577	ë§_¡±©ë_ ë°_¦¼±ë_ ì¢__ ê´_°®__	1
1578	ë¹__ì²____ ê³__ __ê±°ë_ ë°__  ì¹_©´ ê·¸ë_ ë¹__	0
1579	ë°°ì_ __ _¦¼	0
1580	ê¹¨ë___ ____ ì¢__ ê°ê²©ë_ ´í_	1
1581	__ë¹¼ë_ ê³______	0
1582	ì§____ ì¢____	1
1583	__ë³´ë_ _±´ì§__ ë³__´ê_ ¬ê¸° __	0
1584	__ __ê° ì¢__©ë_ ____µë_	1
1585	ì¢ ¬ê_ ë¹__¤ì_¡ã_	0
1586	_¬´ ê¼ ¬ì ë§__ê¸ ë°__.	0
1587	__ ¸ê_  ¤ì_	1
1588	¬ì_ì¦_ __ ____. __ë¥ £ê¸°ê° ë¶__ ____.	0
1589	__ë³´ë_  __´ì_! ì°¸ê___	0
1590	_¬´ ¸ì_ ê·¸ë_ì§ ¼êµ´ ë©__ ¤ì_´ì_	0
1591	ê°±ë_ê° ë³__ ê± ê°__	0
1592	ì¢__ ¸ë___	1
1593	ë¹__!	0
1594	ì¢_ __ ë¹_¥´ê² ë°°ì_´ì£¼¨ì___  ¬ì___µë_	1
1595	_£¼ ì¢__ _·¹ ì¶__©ë_	1
1596	ì§¸ì_ ì¶__¼ë_ êµ¬ë§¤____ ´ì_ ì¢__	1
1597	ë³__ ê²__´ì_ ë§__ µë_´ì_.  __ ë¹__ ê·¸ë_ì§..	0
1598	°ì£¼_¸° ì¢__ _¦¬ __ì§ê³ _ ë¶____	1
1599	____ __ ì°¬ê¸° __¼ì_ê³ ê±°ì___  °ê_ __	1
1600	 ¸ì_ ì¢__©ë_¤ã_	1
1601	ë¹_¥¸_°©ì¢__.	1
1602	ë¶__ ë§__ ¤ê_ __ ë§__ _	1
1603	¤ë¥¸ °ë³´  ´í_ê²  ¤ì_	1
1604	__ ë¹µë¹µ__	1
1605	ë°°ì_ ì¢ ¸´__	0
1606	__ ì°_·¸¬ìê³ _©´__ _¬´ ¬ë_ ¤ë_____	0
1607	__¼ë_ ____  °ë_  ____	1
1608	¼ë_ ¬ì_ ____ ë°__ ë¶__ë²_¦¬¤ì_	0
1609	___¦´ __ë© ì¡°ë¦½_¸° ____ ë¹____ ¶ì_..	0
1610	_¬´ ë§__ _.	1
1611	 °ê_ ____ ¸ì_ __ ì§±ì_¤ì_	1
1612	ê°ê²©ì_ ë¹__  __µë_	0
1613	__ ë°°ì_ ë³´ë_ ë¹¨ë¦¬____	1
1614	´ì_ __ë³´ë_ ê°____´ì_	1
1615	__ __ ê² ê°__ ë¹__©ë_	0
1616	ê³_____ ! ë²_¦¬ êµ¿ì___!	1
1617	ë°°ì_ë¹¨ë_!! __ ____´ë_ ì¢_µ¬!!	1
1618	ì¢__~ ë¯¸ë¦¬ ì£¼ë¬¸´ë_ ê±°ì_~	1
1619	ì´____ ì¢____.	1
1620	____. ¬ë___ ¡ì___ë¡__ ë§_¡±´ì_. ¬ë_µë_.	1
1621	ì§¸ë_ _¬¼ ë§__¤ì_ __ ¤í_´ë_	1
1622	ì¢ ë¬´ê_¤ì_..	0
1623	__ ì°__ê³ ë¶__ __ __ ____	0
1624	ë§_¡±¤ë_´ê_ __	0
1625	ë¸__¤ë_ê° __¤ë_ê² ë¹__	1
1626	ê°ê²©ëë¹ _¬´ __ ë³____. _¦¬ __¤ê_!	0
1627	__ ê³ __ ë¨¸ë¦¬ë§ ê³ ë³ ¨ê³¼ __.	0
1628	ì²«êµ¬ë§¤ì_ __ ë§_¡±´ì_	1
1629	ì²´ì_¼ë_ ì¢__	1
1630	__ë°__ ¬ì_ __ ë¶______.	0
1631	__¼ì_ ì¢ ê·¸ë_ ê² ê°__!	0
1632	ì¡°ê_ë§ ´ë_¼ë©´ ê¸_°© °ë_´ì_	1
1633	"ê°ê²©ë_ ì¢__, __ ê´_°®__"	1
1634	ì¡°ê_ë§ ¨ë_ ê±°í_  __ê³ ê¹¨ë_ _ ê°__´ì_	1
1635	ì¢_ __ ê°____ __ ¤ì___ ê°___¸¸ ë°____.	1
1636	ì¤__ _¦¬ì°¸ì_ __ì»¤ë_ê° __ ì§!!	1
1637	__  _ __	0
1638	±ë_ ë¬´ì ì¢__! ì¡°ì_´ì_ ¬ì_ê°__ ì§±ì___.	1
1639	_²­__ __½ì___	0
1640	ê°__ê³ __ ê³__¬ì_ __	0
